TroubleTicketing_22-Jan-2026_16-2-59Ticket Id,Site Id,Site Name,Dependent Sites,Site Class,Site Class Code,Anchor Opco Site id,Power Model,Region,District,Power Vendor,Site Area Type,Vendor,Operator Parameter,Operator Exempted,Alarm Description,Equipment,Alarm Start Date Time,Alarm End Date Time,Problem Start Date,Problem End Date,Ticket Log Date,Logged By,Operator,Ticket Closure Date,Assigned To,Ticket Hierarchy,Digitally Dispatch,Contact No.,Assigned Date,Closed By,Total Duration,Duration,Operator SLA,Vendor SLA,SLA Remaining Time Operator,SLA Remaining Time Vendor,Alarm Status,Ticket Treatment,Ticket Status,Severity,Current Level,ETA (Mins.),ETA Time,ETR (Mins.),ETR Time,RCA Category,RCA Sub Category,RCA,Ref Ticket ID,Remarks,Alarm Detail,Problem Description,Ticket Type,Ticket Mode,Total Effected Duration,Effected Sites,Battery Discharge Start Date Time,Spare Parts,Battery Backup Duration,DG Night Time Restriction (HH:MM),Site Latitude,Site Longitude,User Lat,User Long,Distance (Kms.),DG Meter Reading,Grid Meter Reading,Fuel Level,Action Taken,Service Type,Parent Ticket Id,Refer Count,Hub Site Id,Child Ticket Count,PR No,Abstract,Service Impacted,Service Impact Start,Services Affected,Initial Analysis,X-References,TwoG Node,ThreeG Node,LTE,IP Site,Originator Id,Originator Group,Last Referred Group,Reffered to Group,RTTS Clear Group,Action,Status Reason,RTTS Opr Site Id,Fault Area,Fault Area Detail,Resolution Method,Node,Network,Site Location,Solution Details,Restoration Approval Time,Restoration Time,Approval Time,Approval Resolve Time,NET Resolution Time,Severity Change Time,Generator Asset Id,Priority,Delay Reason,TT Response Time,undefined,undefined,undefined,Hub Time(HH:MM),RTTS Ticket Create Date,Severity Change Remarks
"TT00709184","1000031","ZHA099R11","ST","Remote","Classic","ZHA099R11","Powercube","Central","Hail","Nokia-PV","Rural","Ericsson","STC","","Acu Fault (Itc)","General","","","12-Jan-2026 11:36","","12-Jan-2026 11:36:59","Super Admin  - 9898976789(superadmin)","STC","","3rd Escalation ","Parent","","","12-Jan-2026 11:36:59","","10 Day(s) 04:28:29","244","STC-No      ","No","-9 Day(s) 21:28:29      ","-9 Day(s) 21:28:29","","Standard","Assign","Critical","Third Escalation","","","","","","","","","","","","Incident","Manual","10 Day(s) 04:28:29","1","","","","","26.846","41.3616","","","","","","","","Remote","","1","","","","","Outage","12-Jan-2026 11:35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709210","1000060","ZRI108","ST(PG)","Metro","Classic","ZRI108","Hybrid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","STC","","Generator 1 Running","General","13-Jan-2026 14:34:00","","13-Jan-2026 14:34","","13-Jan-2026 14:37:24","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Parent","","9898976789","13-Jan-2026 14:37:24","","9 Day(s) 01:30:29","218","STC-No      ","No","-7 Day(s) 01:30:29      ","-7 Day(s) 01:30:29","Open","Standard","Assign","Low","First Escalation","","","","","","","","","","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","9 Day(s) 01:30:29","1","","","","","24.75373","46.8731","","","","","","","","Metro","","1","HSID1","","","","Outage","13-Jan-2026 14:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P1","","","","","","","","",
"TT00709292","1010342","ZTF457","ST(PG)","Metro","Classic","ZTF457","Grid","West","Taif","Nokia-PV","Urban","Nokia","","","Door Alarm","General","03-Jul-2021 11:25:16","","03-Jul-2021 11:25","","21-Jan-2026 16:34:47","System","STC","","TWL-EM-WEST Tauqeeer Alam Khan","Parent","","572406072","21-Jan-2026 16:34:47","","1664 Day(s) 04:39:13","39941","STC-No      ","No","-1663 Day(s) 23:39:13      ","-1663 Day(s) 23:39:13","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Door Alarm","","Incident","Auto","1664 Day(s) 04:39:13","1","","","","","21.45827","40.4914","","","","","","","","Metro","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709320","1012750","ZTFA021","ST,SM(PG)","Unknown,Metro","Classic","ZTFA021","Grid","West","Taif","Nokia-PV","Urban","Ericsson","","","Door Alarm","General","03-Jul-2021 14:14:11","","03-Jul-2021 14:14","","21-Jan-2026 16:34:53","System","STC,Salam","","TWL-EM-WEST Velmurugan Sundaram","Parent","","509845430","21-Jan-2026 16:34:53","","1664 Day(s) 01:50:18","39938","STC-No      ","No","-1663 Day(s) 20:50:18      ","-1663 Day(s) 20:50:18","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm","","Incident","Auto","1664 Day(s) 01:50:18","1","","","","","21.27264","40.42402","","","","","","","","Metro","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709321","1012750","ZTFA021","ST,SM(PG)","Unknown,Metro","Classic","ZTFA021","Grid","West","Taif","Nokia-PV","Urban","Ericsson","","","Door Alarm","General","03-Jul-2021 14:18:35","","03-Jul-2021 14:18","","21-Jan-2026 16:34:53","System","STC,Salam","","TWL-EM-WEST Velmurugan Sundaram","Parent","","509845430","21-Jan-2026 16:34:53","","1664 Day(s) 01:45:54","39938","STC-No      ","No","-1663 Day(s) 20:45:54      ","-1663 Day(s) 20:45:54","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm","","Incident","Auto","1664 Day(s) 01:45:54","1","","","","","21.27264","40.42402","","","","","","","","Metro","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709352","1000905","ZJZ297","ST(PG)","Remote","Classic","ZJZ297","Grid","South","Jizan","Ericsson-PV","Rural","Huawei","STC","","Acu Fault (Itc)","General","","","22-Jan-2026 14:54","","22-Jan-2026 14:54:14","Super Admin  - 9898976789(superadmin)","STC","","3rd Escalation ","Parent","","","22-Jan-2026 14:54:14","","01:10:29","1","STC-Yes      ","Yes","05:49:31      ","05:49:31","","Standard","Assign","Critical","First Escalation","","","","","","","","","Remarks added","","","Incident","Manual","01:10:29","1","","","","","17.41563","42.98187","","","","","","","","Remote","","1","HSID1","","","","Outage","22-Jan-2026 14:52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00708964","1000028","PBH010","ST(PG)","Metro","Classic","PBH010","Grid","South","Bahah","Ericsson-PV","Urban","Nokia","STC","","Door Alarm(Hajj)","General","11-Dec-2025 19:14:50","11-Dec-2025 19:27:30","11-Dec-2025 19:14","11-Dec-2025 19:27","11-Dec-2025 19:18:09","System","STC","12-Dec-2025 15:31:21","TWL-EM-SOUTH Elsaeed Fekry Mohammed","Parent","","543527480","11-Dec-2025 19:18:09","System","00:13:30","0","STC-Yes      ","Yes","04:46:30      ","04:46:30","Closed","Standard","Closed","Critical","Assignment","","","","","Access-Module/Cable","GE/FE-Module/cable Faulty","111","","11","Door Alarm(Hajj)","","Incident","Auto","00:13:30","1","","","","","20.02137","41.4589","","","","11","11","11","Action Taken","Metro","","1","","","","","No","","","","","","","","","","","","","","","","","Access PtMP","AP has gone down(Sector is down)","Cable damaged by Fire","","","","","","","","","00:14","","","P0","","00:09:17","","","","00.23","","",
"TT00709207","1000057","ZWJ022","ST(PG)","Metro","Classic","ZWJ022","Grid","West","Tabuk","Ericsson-PV","SubUrban","Huawei","STC","","Air Condition 2 Fault","General","13-Jan-2026 14:34:00","","13-Jan-2026 14:34","","13-Jan-2026 14:37:21","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Child","","9898976789","13-Jan-2026 14:37:21","","9 Day(s) 01:30:29","218","STC-No      ","","-9 Day(s) 01:22:29      ","","Open","Standard","Assign","High","Second Escalation","","","","","","","","","","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","9 Day(s) 01:30:29","1","","","","","26.26056","36.44891","","","","","","","","Metro","TT00709196","1","HSID1","","","","Degraded","13-Jan-2026 14:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709279","1000642","ZBG007","ST(PG)","Remote","Golden","ZBG007","Grid","South","Asir","Nokia-PV","SubUrban","Ericsson","","","Door Alarm","General","03-Jul-2021 03:24:36","","03-Jul-2021 03:24","","21-Jan-2026 16:34:43","System","STC","","TWL-EM-SOUTH Hamada Sobhy Mohamed Habib","Parent","","537712218","21-Jan-2026 16:34:43","","1664 Day(s) 12:39:53","39949","STC-No      ","No","-1664 Day(s) 05:39:53      ","-1664 Day(s) 05:39:53","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm","","Incident","Auto","1664 Day(s) 12:39:53","1","","","","","18.95431","41.94457","","","","","","","","Remote","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709325","1001758","ZMD309","ST(PG)","Remote","Golden","ZMD309","Hybrid","West","Madinah","Nokia-PV","Rural","Nokia","","","Door Alarm","General","03-Jul-2021 14:38:55","","03-Jul-2021 14:38","","21-Jan-2026 16:34:54","System","STC","","TWL-EM-WEST Muhammad Karam Nizam","Parent","","503814334","21-Jan-2026 16:34:54","","1664 Day(s) 01:25:34","39937","STC-No      ","No","-1663 Day(s) 18:25:34      ","-1663 Day(s) 18:25:34","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Door Alarm,Door Alarm,Door Alarm","","Incident","Auto","1664 Day(s) 01:25:34","1","","","","","24.0682","38.9048","","","","","","","","Remote","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00708967","1000028","PBH010","ST(PG)","Metro","Classic","PBH010","Grid","South","Bahah","Ericsson-PV","Urban","Nokia","STC","","Door Alarm(Hajj)","General","11-Dec-2025 20:15:11","11-Dec-2025 20:19:12","11-Dec-2025 20:15","11-Dec-2025 20:19","11-Dec-2025 20:15:31","System","STC","12-Dec-2025 15:31:21","TWL-EM-SOUTH Elsaeed Fekry Mohammed","Parent","","543527480","11-Dec-2025 20:15:31","System","00:04:12","0","STC-Yes      ","Yes","04:55:48      ","04:55:48","Closed","Standard","Closed","Critical","Assignment","","","","","Access-Uplink issue","Link Flap","11","","11","Door Alarm(Hajj)","","Incident","Auto","00:04:12","1","","","","","20.02137","41.4589","","","","11","11","11","Action Taken","Metro","","1","","","","","No","","","","","","","","","","","","","","","","","Core Transport","Dispute With MPLS","Channel republished","","","","","","","","","00:06","","","P0","","00:03:38","","","","00.07","","",
"TT00709224","1000057","ZWJ022","ST(PG)","Metro","Classic","ZWJ022","Grid","West","Tabuk","Ericsson-PV","SubUrban","Huawei","STC","","Fire Alarm","General","30-Dec-2025 00:00:00","","30-Dec-2025 00:00","","15-Jan-2026 10:33:59","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Parent","","9898976789","15-Jan-2026 10:33:59","","23 Day(s) 16:04:29","568","STC-No      ","No","-23 Day(s) 11:04:29      ","-23 Day(s) 11:04:29","Open","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","23 Day(s) 16:04:29","1","","","","","26.26056","36.44891","","","","","","","","Metro","","1","HSID1","","","","Degraded","30-Dec-2025 00:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709247","1000036","ZKH730","ST(PG)","Remote","Classic","ZKH730","Grid","South","Asir","Nokia-PV","SubUrban","Ericsson","STC","","Acu Fault (Itc)","General","","","21-Jan-2026 13:01","21-Jan-2026 13:02","21-Jan-2026 13:01:21","Super Admin  - 9898976789(superadmin)","STC","21-Jan-2026 13:08:11","3rd Escalation ","Parent","","","21-Jan-2026 13:01:21","Super Admin  - 9898976789(superadmin)","00:00:59","0","STC-Yes      ","Yes","06:59:00      ","06:59:00","","Standard","Closed","Critical","Assignment","","","","","Access-Module/Cable","GE/FE-Module/cable Faulty","Test","","Closed","","","Incident","Manual","00:00:59","1","","","","","17.9657","43.12615","","","","value","value","value","Action Taken","Remote","","1","","","","","Outage","21-Jan-2026 12:59","","","","","","","","","","","","","","","","Access PtMP","AP has gone down(Sector is down)","Cable damaged by Fire","","","","","","","","","00:00","","","P0","","","","","","00.02","","",
"TT00709256","1000008","ZNJ637","ST(PG)","Metro","Classic","ZNJ637","Grid","West","Jeddah","Ericsson-PV","Urban","Ericsson","STC","","Acu Fault (Itc)","General","","","21-Jan-2026 15:37","21-Jan-2026 15:43","21-Jan-2026 15:37:58","Super Admin  - 9898976789(superadmin)","STC","","3rd Escalation ","Parent","","","21-Jan-2026 15:37:59","","00:06:50","0","STC-Yes      ","Yes","04:53:10      ","04:53:10","","Standard","Resolved","Critical","Assignment","","","","","Access-Module/Cable","GE/FE-Module/cable Faulty","Test","","Resolved","","","Incident","Manual","00:06:50","1","","","","","21.50147","39.27624","","","","value","value","value","Action Taken","Metro","","1","","","","","Outage","21-Jan-2026 15:36","","","","","","","","","","","","","","","","Access PtMP","AP has gone down(Sector is down)","Cable damaged by Fire","","","","","","","","","00:06","","","P0","","","","","","00.12","","",
"TT00709312","1004670","ZMC650","ST(PG)","Metro","Golden","ZMC650","Grid","West","Makkah","Nokia-PV","Urban","Nokia","","","Door Alarm","General","03-Jul-2021 13:32:38","","03-Jul-2021 13:32","","21-Jan-2026 16:34:51","System","STC","","TWL-EM-WEST MOSHAAEB Hussien IsaMohammed","Parent","","504958267","21-Jan-2026 16:34:51","","1664 Day(s) 02:31:51","39939","STC-No      ","No","-1663 Day(s) 21:31:51      ","-1663 Day(s) 21:31:51","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Door Alarm,Door Alarm,Door Alarm","","Incident","Auto","1664 Day(s) 02:31:51","1","","","","","21.41385","39.87096","","","","","","","","Metro","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00708807","1000090","Udhailiyah-GOSP12","ST(PG)","Metro","Classic","ZNJA367","Grid","West","Jeddah","Ericsson-PV","Urban","Ericsson","STC","","Stc Rtts","AC Meter","","","23-May-2023 14:21","","04-Dec-2025 15:54:12","RTTS","STC","","TWL_South ","Parent","","","04-Dec-2025 15:54:12","","975 Day(s) 01:43:29","23402","-      ","","      ","","","Standard","Referred","Critical","First Escalation","","","","","","","","","","","","RTTS Ticket","Integration","975 Day(s) 01:43:29","1","","","","","21.424999","39.306671","","","","","","","","Metro","","1","","2","RTTS3342","Tawal Test Ticket_011","Outage","28-AUG-2023 12:14:27","FTTH","","","1","1","11","1","1001","112","Service Desk","TWL_SREriE&M","","","","ZNJA367","","","","","MOBILE","","","","","","","","","","P0","","","","","","","02-Dec-2025 11:14:13","",
"TT00708802","1000008","ZNJ637","ST(PG)","Metro","Classic","ZNJ637","Grid","West","Jeddah","Ericsson-PV","Urban","Ericsson","STC","","Acu Faulty (Itc)","HO - Cooling System","","","04-Dec-2025 15:46","","04-Dec-2025 15:46:00","Super Admin  - 9898976789(superadmin)","STC","","2nd Escalation ","Child","","","04-Dec-2025 15:46:00","","49 Day(s) 00:18:29","1176","STC-No      ","No","-48 Day(s) 12:18:29      ","-48 Day(s) 12:18:29","","Standard","Assign","Medium","Third Escalation","","","","","","","","","","","","Incident","Manual","49 Day(s) 00:18:29","1","","","","","21.50147","39.27624","","","","","","","","Metro","TT00708803","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P1","","","","","","","","",
"TT00709202","1000061","ZRH326","ST(PG)","Metro","Classic","ZRH326","Grid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","STC","","Generator 1 Running","General","13-Jan-2026 14:34:00","","13-Jan-2026 14:34","","13-Jan-2026 14:35:33","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Parent","","9898976789","13-Jan-2026 14:35:33","","9 Day(s) 01:30:29","218","STC-No      ","No","-7 Day(s) 01:30:29      ","-7 Day(s) 01:30:29","Open","Standard","Assign","Low","First Escalation","","","","","","","","","","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","9 Day(s) 01:30:29","1","","","","","24.83019","46.61076","","","","","","","","Metro","","1","HSID1","","","","Degraded","13-Jan-2026 14:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P1","","","","","","","","",
"TT00709307","1000139","ZMK506","ST,MB,ZN(PG)","Metro","Classic","ZMK506","Grid","West","Makkah","Nokia-PV","Urban","Ericsson","","","Door Alarm","General","03-Jul-2021 12:59:02","","03-Jul-2021 12:59","","21-Jan-2026 16:34:50","System","Mobily,STC,Zain","","TWL-EM-WEST Shamss Syed Sheikh Ibrahim","Parent","","573299898","21-Jan-2026 16:34:50","","1664 Day(s) 03:05:27","39939","STC-No      ","No","-1663 Day(s) 22:05:27      ","-1663 Day(s) 22:05:27","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Door Alarm,Door Alarm","","Incident","Auto","1664 Day(s) 03:05:27","1","","","","","21.45643","39.91298","","","","","","","","Metro","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709311","1000642","ZBG007","ST(PG)","Remote","Golden","ZBG007","Grid","South","Asir","Nokia-PV","SubUrban","Ericsson","","","Door Alarm","General","03-Jul-2021 13:31:08","","03-Jul-2021 13:31","","21-Jan-2026 16:34:51","System","STC","","TWL-EM-SOUTH Hamada Sobhy Mohamed Habib","Parent","","537712218","21-Jan-2026 16:34:51","","1664 Day(s) 02:33:21","39939","STC-No      ","No","-1663 Day(s) 19:33:21      ","-1663 Day(s) 19:33:21","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm","","Incident","Auto","1664 Day(s) 02:33:21","1","","","","","18.95431","41.94457","","","","","","","","Remote","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709322","1000642","ZBG007","ST(PG)","Remote","Golden","ZBG007","Grid","South","Asir","Nokia-PV","SubUrban","Ericsson","","","Door Alarm","General","03-Jul-2021 14:24:04","","03-Jul-2021 14:24","","21-Jan-2026 16:34:53","System","STC","","TWL-EM-SOUTH Hamada Sobhy Mohamed Habib","Parent","","537712218","21-Jan-2026 16:34:53","","1664 Day(s) 01:40:25","39938","STC-No      ","No","-1663 Day(s) 18:40:25      ","-1663 Day(s) 18:40:25","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm","","Incident","Auto","1664 Day(s) 01:40:25","1","","","","","18.95431","41.94457","","","","","","","","Remote","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00708803","1000008","Udhailiyah-GOSP12","ST(PG)","Metro","Classic","ZNJ637","Grid","West","Jeddah","Ericsson-PV","Urban","Ericsson","STC","","Stc Rtts","AC Meter","","","23-May-2023 14:21","","04-Dec-2025 15:46:08","RTTS","STC","","TWL_South ","Parent","","","04-Dec-2025 15:46:08","","975 Day(s) 01:43:29","23402","-      ","","      ","","","Standard","Referred","Critical","First Escalation","","","","","","","","","","","","RTTS Ticket","Integration","975 Day(s) 01:43:29","1","","","","","21.50147","39.27624","","","","","","","","Metro","","1","","2","RTTS3341","Tawal Test Ticket_011","Outage","28-AUG-2023 12:14:27","FTTH","","","1","1","11","1","1001","112","Service Desk","TWL_SREriE&M","","","","ZNJ637","","","","","MOBILE","","","","","","","","","","P0","","","","","","","02-Dec-2025 11:14:13","",
"TT00709004","1007809","ZTB991","ST(PG)","Metro","Classic","ZTB991","Grid","West","Tabuk","Huawei-PV","Urban","Ericsson","Golden Latis Investment,STC","","Battery","Solar","12-Dec-2025 16:01:00","","12-Dec-2025 16:01","","12-Dec-2025 16:01:51","Super Admin  - 9898976789(superadmin)","STC","","1st Escalation ","Parent","","","12-Dec-2025 16:01:51","","41 Day(s) 00:03:29","984","STC-No      ","","-40 Day(s) 23:55:29      ","","Open","Standard","Assign","High","First Escalation","","","","","","","","","","","","Incident","Manual","41 Day(s) 00:03:29","1","","","","","28.398991","36.74147","","","","","","","","Metro","","1","","","","","Degraded","12-Dec-2025 11:11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709008","1009408","Udhailiyah-GOSP12","ST(PG)","Metro","Golden_LDN","F93R015","Grid","East","Northern Borders","Ericsson-PV","SubUrban","Huawei","STC","","Stc Rtts","AC Meter","","","23-May-2023 14:21","","12-Dec-2025 16:14:14","RTTS","STC","","TWL_South ","Parent","","","12-Dec-2025 16:14:14","","975 Day(s) 01:43:29","23402","-      ","","      ","","","Standard","Referred","High","First Escalation","","","","","","","","","","","","RTTS Ticket","Integration","975 Day(s) 01:43:29","1","","","","","29.136408","44.334312","","","","","","","","Metro","","1","","","RTTS447","Tawal Test Ticket_011","Outage","28-AUG-2023 12:14:27","FTTH","","","1","1","11","1","1001","112","Service Desk","TWL_SREriE&M","","","","F93R015","","","","","MOBILE","","","","","","","","","","P0","","","","","","","02-Dec-2025 11:14:13","",
"TT00709217","1000057","ZWJ022","ST(PG)","Metro","Classic","ZWJ022","Grid","West","Tabuk","Ericsson-PV","SubUrban","Huawei","STC","","Air Condition 2 Fault","General","13-Jan-2026 14:34:00","","13-Jan-2026 14:34","","13-Jan-2026 14:38:51","Super Admin  - 9898976789(superadmin)","STC","","TWL-EM-EAST JAMAL UDDIN SHAHAJ","Parent","","530304981","22-Jan-2026 12:15:25","","9 Day(s) 01:30:29","218","STC-No      ","","-9 Day(s) 01:22:29      ","","Open","Standard","Assign","High","Second Escalation","","","","","","","","","n","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","9 Day(s) 01:30:29","1","","","","","26.26056","36.44891","","","","","","","","Metro","","1","HSID1","","","","Degraded","13-Jan-2026 14:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709226","1000057","ZWJ022","ST(PG)","Metro","Classic","ZWJ022","Grid","West","Tabuk","Ericsson-PV","SubUrban","Huawei","STC","","Air Condition 1 Fault","General","30-Dec-2025 00:00:00","","30-Dec-2025 00:00","","15-Jan-2026 10:34:04","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Parent","","9898976789","15-Jan-2026 10:34:04","","23 Day(s) 16:04:29","568","STC-No      ","","-23 Day(s) 15:56:29      ","","Open","Standard","Assign","High","Second Escalation","","","","","","","","","Remarks added","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","23 Day(s) 16:04:29","1","","","","","26.26056","36.44891","","","","","","","","Metro","","1","HSID1","","","","Outage","30-Dec-2025 00:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709124","1000057","ZWJ022","ST(PG)","Metro","Classic","ZWJ022","Grid","West","Tabuk","Ericsson-PV","SubUrban","Huawei","STC","","Air Condition 1 Fault","General","30-Dec-2025 00:00:00","","30-Dec-2025 00:00","","30-Dec-2025 15:53:50","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Parent","","9898976789","30-Dec-2025 15:53:50","","23 Day(s) 16:04:29","552","STC-No      ","","-23 Day(s) 15:56:29      ","","Open","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","23 Day(s) 16:04:29","1","","","","","26.26056","36.44891","","","","","","","","Metro","","1","HSID1","3","","","Outage","30-Dec-2025 00:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","30-Dec-2025 15:56:52","","P0","","","","","","","","Severity changed from High to Critical due to Parent-Child relationship  of TT00709122 as child. ",
"TT00709170","1000031","ZHA099R11","ST","Remote","Classic","ZHA099R11","Powercube","Central","Hail","Nokia-PV","Rural","Ericsson","STC","","Acmeternotresponding","HO - AC power supply","09-Jan-2026 12:23:00","","09-Jan-2026 12:23","","09-Jan-2026 12:23:24","Super Admin  - 9898976789(superadmin)","STC","","TWL-EM-EAST JAMAL UDDIN SHAHAJ","Child","","530304981","22-Jan-2026 15:56:09","","13 Day(s) 03:41:29","316","STC-No      ","No","-12 Day(s) 20:41:29      ","-12 Day(s) 20:41:29","Open","Standard","Assign","Critical","First Escalation","","","","","","","","","e","","","Incident","Manual","13 Day(s) 03:41:29","1","","","","","26.846","41.3616","","","","","","","","Remote","TT00709169","1","HSID1","","","","Outage","09-Jan-2026 14:20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709278","1000642","ZBG007","ST(PG)","Remote","Golden","ZBG007","Grid","South","Asir","Nokia-PV","SubUrban","Ericsson","STC","","Door Alarm","General","03-Jul-2021 03:23:01","","03-Jul-2021 03:23","","21-Jan-2026 16:34:43","System","STC","","TWL-EM-SOUTH Hamada Sobhy Mohamed Habib","Parent","","537712218","21-Jan-2026 16:34:43","","1664 Day(s) 12:41:29","39949","STC-No      ","No","-1664 Day(s) 05:41:29      ","-1664 Day(s) 05:41:29","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","Remarks added","Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm","","Incident","Auto","1664 Day(s) 12:41:29","1","","","","","18.95431","41.94457","","","","","","","","Remote","","1","HSID1","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709308","1012708","ZMK149","ST(PG)","Metro","Classic","ZMK149","Grid","West","Makkah","Nokia-PV","Urban","Ericsson","","","Door Alarm","General","03-Jul-2021 13:12:29","","03-Jul-2021 13:12","","21-Jan-2026 16:34:51","System","STC","","TWL-EM-WEST MOHAMMMED AmrozMohammed Samad","Parent","","532291665","21-Jan-2026 16:34:51","","1664 Day(s) 02:52:00","39939","STC-No      ","No","-1663 Day(s) 21:52:00      ","-1663 Day(s) 21:52:00","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Door Alarm","","Incident","Auto","1664 Day(s) 02:52:00","1","","","","","21.300234","39.871409","","","","","","","","Metro","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
